feature,importance_mean,importance_std
LoeweFIC90_acidic_Constant,-4.5474735088646414e-14,9.094947017729284e-14
AUC25_valerate_Termil,-4.5474735088646414e-14,9.094947017729284e-14
LoeweFIC90_standard_ConstantTermil,-4.5474735088646414e-14,9.094947017729284e-14
casAUC25_cholesterolSimplePK_Termil,-4.5474735088646414e-14,9.094947017729284e-14
NeutralNcellPK_FBC50,-4.5474735088646414e-14,9.094947017729284e-14
LoeweFIC90_cholesterol_Constant,-4.5474735088646414e-14,9.094947017729284e-14
AcidicNcasPK_FBC90,-4.5474735088646414e-14,9.094947017729284e-14
NeutralHequip_AUC50,-4.5474735088646414e-14,9.094947017729283e-14
LoeweFIC50_valerate_Constant,-4.5474735088646414e-14,9.094947017729284e-14
LoeweFIC50_acidic_Constant,-4.5474735088646414e-14,9.094947017729284e-14
cellAUC25_butyrateSimplePK_Constant,-4.5474735088646414e-14,9.094947017729284e-14
cellGRinf_dormancySimplePK_Termil,-4.5474735088646414e-14,9.094947017729284e-14
GRinf_standard_ConstantTermil,-4.5474735088646414e-14,9.094947017729283e-14
LoeweFIC50_cholesterol_Constant,-4.5474735088646414e-14,9.094947017729284e-14
cellAUC25_cholesterolSimplePK_Termil,-4.5474735088646414e-14,9.094947017729284e-14
LoeweFIC50_butyrate_Termil,-4.5474735088646414e-14,9.094947017729284e-14
casGRinf_dormancySimplePK_Termil,-6.821210263296962e-14,1.3642420526593923e-13
NeutralNcasPK_Einf,-6.821210263296962e-14,1.3642420526593923e-13
NeutralNcellPK_Einf,-9.094947017729283e-14,1.1138989715542167e-13
GRinf_valerate_Constant,-9.094947017729283e-14,1.8189894035458568e-13
GRinf_valerate_Termil,-9.094947017729283e-14,1.1138989715542167e-13
casGRinf_cholesterolSimplePK_Constant,-1.1368683772161603e-13,2.2737367544323206e-13
NeutralNequip_FBC90,-1.1368683772161603e-13,2.2737367544323206e-13
cellGRinf_dormancySimplePK_Constant,-1.1368683772161603e-13,2.2737367544323206e-13
LoeweFIC90_dormancy_Termil,-1.1368683772161603e-13,2.2737367544323206e-13
LoeweFIC50_acidic_Termil,-1.3642420526593923e-13,1.6708484573313247e-13
casAUC25_butyrateSimplePK_Termil,-2.2737367544323206e-13,2.490753820462333e-13
