Compound,MarmID,Lesion,TP1_MeanHU,TP2_MeanHU,TP3_MeanHU,TP4_MeanHU,TP5_MeanHU,TP6_MeanHU,TP1_MedianHU,TP2_MedianHU,TP3_MedianHU,TP4_MedianHU,TP5_MedianHU,TP6_MedianHU,TP1_StandDevHU,TP2_StandDevHU,TP3_StandDevHU,TP4_StandDevHU,TP5_StandDevHU,TP6_StandDevHU,TP1_MeanSUV,TP2_MeanSUV,TP3_MeanSUV,TP4_MeanSUV,TP5_MeanSUV,TP6_MeanSUV,TP1_MedianSUV,TP2_MedianSUV,TP3_MedianSUV,TP4_MedianSUV,TP5_MedianSUV,TP6_MedianSUV,TP1_StandDevSUV,TP2_StandDevSUV,TP3_StandDevSUV,TP4_StandDevSUV,TP5_StandDevSUV,TP6_StandDevSUV,TP1_MaxSUV,TP2_MaxSUV,TP3_MaxSUV,TP4_MaxSUV,TP5_MaxSUV,TP6_MaxSUV,TP1_HighSUV,TP2_HighSUV,TP3_HighSUV,TP4_HighSUV,TP5_HighSUV,TP6_HighSUV,TP1_VOLMORE1p5_SUV,TP2_VOLMORE1p5_SUV,TP3_VOLMORE1p5_SUV,TP4_VOLMORE1p5_SUV,TP5_VOLMORE1p5_SUV,TP6_VOLMORE1p5_SUV,TP1_VOLMORE2_SUV,TP2_VOLMORE2_SUV,TP3_VOLMORE2_SUV,TP4_VOLMORE2_SUV,TP5_VOLMORE2_SUV,TP6_VOLMORE2_SUV,TP1_TLG_SUV,TP2_TLG_SUV,TP3_TLG_SUV,TP4_TLG_SUV,TP5_TLG_SUV,TP6_TLG_SUV,TP1_TLG_HardPlusSoft_SUV,TP2_TLG_HardPlusSoft_SUV,TP3_TLG_HardPlusSoft_SUV,TP4_TLG_HardPlusSoft_SUV,TP5_TLG_HardPlusSoft_SUV,TP6_TLG_HardPlusSoft_SUV,TP1_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP2_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP3_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP4_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP5_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP6_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP1_SoftVol,TP2_SoftVol,TP3_SoftVol,TP4_SoftVol,TP5_SoftVol,TP6_SoftVol,TP1_HardVol,TP2_HardVol,TP3_HardVol,TP4_HardVol,TP5_HardVol,TP6_HardVol,TP1_log10CFU,TP2_log10CFU,TP3_log10CFU,TP4_log10CFU,TP5_log10CFU,TP6_log10CFU,TP1_LesionType,TP2_LesionType,TP3_LesionType,TP4_LesionType,TP5_LesionType,TP6_LesionType,TP1_FinalLesionType,TP2_FinalLesionType,TP3_FinalLesionType,TP4_FinalLesionType,TP5_FinalLesionType,TP6_FinalLesionType,TP1_Consolidate,TP2_Consolidate,TP3_Consolidate,TP4_Consolidate,TP5_Consolidate,TP6_Consolidate,TP1_Contour,TP2_Contour,TP3_Contour,TP4_Contour,TP5_Contour,TP6_Contour
INH+PZA,BM40,9,-325.77,-167.05,-241.83,-243.19,-280.02,-301.37,-364.7,-128.7,-242.59,-241.02,-293.33,-310.25,208.81,190.93,208.45,226.83,225.93,224.23,0.95,1.45,1.54,0.84,1.31,0.71,0.93,1.38,1.57,0.83,1.26,0.67,0.21,0.53,0.37,0.23,0.43,0.23,1.52,2.65,2.25,1.35,2.26,1.48,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.07,0.05,0.03,0.05,0.03,0.02,0.07,0.05,0.03,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,,,,,,,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 09 Day 037 FG,Lesion 09 Day 052 FG,Lesion 09 Day 065 FG,Lesion 09 Day 079 FG,Lesion 09 Day 093 FG,Lesion 09 Day 107 FG
INH+PZA,BM40,18,-262.12,-174.86,-231.54,-234.39,-305.68,-316.93,-252.46,-132.79,-201.97,-224.79,-313.8,-344.97,237.3,220.3,268.81,238.83,255.14,215.02,1.6,2.66,1.8,1.12,1.34,0.83,1.57,2.61,1.7,1.11,1.25,0.84,0.44,0.64,0.53,0.34,0.46,0.19,2.52,4.19,3.06,1.82,2.44,1.14,0.01,0.07,0.02,0.0,0.0,0.0,,,,,,,0.01,0.07,0.02,0.0,0.0,0.0,0.08,0.23,0.12,0.06,0.05,0.02,0.07,0.21,0.1,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.03,0.03,0.02,0.01,0.02,0.04,0.02,0.02,0.01,0.01,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 18 Day 037 FG,Lesion 18 Day 052 FG,Lesion 18 Day 065 FG,Lesion 18 Day 079 FG,Lesion 18 Day 093 FG,Lesion 18 Day 107 FG
INH+PZA,BM40,21,20.82,31.88,53.72,61.12,61.75,11.9,61.78,32.99,62.05,57.24,75.09,51.3,155.43,43.19,121.12,93.66,104.53,164.24,1.82,3.21,3.1,1.6,2.54,1.75,1.81,3.26,3.05,1.55,2.49,1.78,0.25,0.28,0.49,0.35,0.51,0.22,2.26,3.64,4.14,2.24,3.6,2.16,0.01,0.03,0.05,0.0,0.02,0.0,,,,,,,0.01,0.03,0.05,0.0,0.02,0.0,0.05,0.1,0.14,0.05,0.06,0.05,0.05,0.1,0.14,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.03,0.02,0.03,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 21 Day 037 FG,Lesion 21 Day 052 FG,Lesion 21 Day 065 FG,Lesion 21 Day 079 FG,Lesion 21 Day 093 FG,Lesion 21 Day 107 FG
PZA+RIF,BN05,15,-516.64,-270.41,-259.26,-546.72,-554.65,-553.26,-541.0,-256.0,-271.0,-554.0,-590.0,-565.0,89.53,146.9,180.2,90.15,95.6,106.23,0.48,0.62,0.45,0.36,0.32,0.35,0.47,0.59,0.45,0.35,0.31,0.35,0.05,0.1,0.06,0.04,0.02,0.04,0.62,0.87,0.59,0.49,0.4,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 15 Day 033 AA,Lesion 15 Day 046 AA,Lesion 15 Day 060 AA,Lesion 15 Day 074 AA,Lesion 15 Day 088 AA,Lesion 15 Day 102 AA
EMB+MOX+PZA+RIF,BN13,7,-535.66,-380.64,-503.6,-453.11,-587.54,-656.1,-553.29,-421.5,-548.03,-476.48,-605.2,-678.47,95.25,178.0,166.31,134.27,95.52,100.2,0.34,1.03,0.41,0.41,0.19,0.23,0.35,1.04,0.44,0.4,0.19,0.22,0.03,0.17,0.04,0.07,0.02,0.02,0.42,1.35,0.47,0.62,0.25,0.31,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 07 Day 031 FG,Lesion 07 Day 046 FG,Lesion 07 Day 060 FG,Lesion 07 Day 073 FG,Lesion 07 Day 088 FG,Lesion 07 Day 101 FG
PZA+RIF,BN14,5,-414.7,-344.79,-357.48,-426.91,-447.19,-594.59,-422.0,-356.0,-375.0,-441.0,-459.0,-585.0,66.48,128.15,104.37,67.58,57.67,66.22,0.49,0.55,0.43,0.42,0.38,0.29,0.48,0.54,0.42,0.42,0.38,0.29,0.03,0.06,0.02,0.03,0.02,0.02,0.56,0.74,0.49,0.49,0.4,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 05 Day 033 AA,Lesion 05 Day 046 AA,Lesion 05 Day 060 AA,Lesion 05 Day 074 AA,Lesion 05 Day 088 AA,Lesion 05 Day 102 AA
PZA+RIF,BN14,9,-392.91,-381.92,-465.86,-648.16,-637.62,-656.9,-405.0,-390.0,-461.0,-659.0,-644.0,-664.0,82.85,79.43,66.52,64.35,45.29,51.22,0.48,0.5,0.33,0.32,0.35,0.25,0.48,0.5,0.33,0.32,0.35,0.25,0.03,0.03,0.01,0.01,0.01,0.0,0.54,0.57,0.35,0.34,0.38,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 09 Day 033 AA,Lesion 09 Day 046 AA,Lesion 09 Day 060 AA,Lesion 09 Day 074 AA,Lesion 09 Day 088 AA,Lesion 09 Day 102 AA
PZA+RIF,BN14,10,-378.71,-364.02,-488.75,-675.28,-652.16,-628.15,-389.0,-375.0,-506.0,-680.0,-637.0,-631.0,83.51,107.11,138.63,47.67,50.65,68.9,0.52,0.48,0.43,0.34,0.39,0.24,0.52,0.48,0.43,0.34,0.39,0.24,0.02,0.02,0.03,0.01,0.03,0.01,0.57,0.53,0.5,0.36,0.47,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 10 Day 033 AA,Lesion 10 Day 046 AA,Lesion 10 Day 060 AA,Lesion 10 Day 074 AA,Lesion 10 Day 088 AA,Lesion 10 Day 102AA
EMB+INH+PZA+RIF,BN18,7,-264.57,-302.41,-337.68,-393.94,-514.87,-537.91,-290.2,-291.89,-342.5,-411.42,-515.54,-534.85,258.37,196.02,209.45,169.5,130.32,112.1,0.44,0.75,0.83,0.45,0.26,0.29,0.43,0.75,0.81,0.45,0.25,0.28,0.06,0.21,0.19,0.03,0.03,0.02,0.61,1.16,1.21,0.5,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 07 Day 032 FG,Lesion 07 Day 045 FG,Lesion 07 Day 060 FG,Lesion 07 Day 074 FG,Lesion 07 Day 089 FG,Lesion 07 Day 102 FG
LZD+PMD,BN20,1,-185.47,-60.48,-118.58,-137.55,-118.78,-129.68,-145.0,-6.0,-43.0,-68.0,-60.0,-74.0,200.86,154.5,182.69,184.82,170.73,176.37,1.32,3.42,2.46,2.48,2.24,2.16,1.25,3.29,2.32,2.21,1.95,1.87,0.46,1.43,1.06,1.15,1.15,1.08,2.84,9.59,5.74,7.0,6.75,7.31,0.69,2.95,2.5,2.2,1.55,1.69,0.69,2.95,2.5,2.2,1.55,1.69,0.2,2.62,1.96,1.62,1.12,1.1,2.74,10.97,7.77,6.84,5.19,5.32,2.58,10.71,7.59,6.62,5.03,5.18,0.24295774647887322,0.30761209593326383,0.4355400696864111,0.31428571428571433,0.22962962962962963,0.23119015047879618,0.89,0.49,0.91,0.85,0.7,0.8,1.05,2.58,2.16,1.77,1.5,1.58,,,,,,6.63610940380686,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Lesion 01z02z03z04z05z06z07z10z11z12z13z14z16z17 Day 032 AA,Lesion 01z02z03z04z05z06z07z10z11z12z13z14z16z17 Day 032 AA,Lesion 01z02z03z04z05z06z07z10z11z12z13z14z16z17 Day 032 AA,Lesion 01z02z03z04z05z06z07z10z11z12z13z14z16z17 Day 032 AA,Lesion 01z02z03z04z05z06z07z10z11z12z13z14z16z17 Day 032 AA,Lesion 01z02z03z04z05z06z07z10z11z12z13z14z16z17 Day 032 AA
LZD+PMD,BN20,8,-140.29,-50.88,-24.36,-129.15,-95.23,-157.19,-102.0,4.0,10.0,-76.0,-40.0,-139.0,164.83,151.8,121.73,175.0,153.99,156.77,1.37,2.26,1.48,1.2,1.17,1.38,1.37,2.27,1.48,1.18,1.12,1.37,0.11,0.23,0.2,0.16,0.18,0.15,1.69,3.3,1.95,1.64,1.71,1.75,0.0,0.03,0.03,0.0,0.0,0.0,0,0.03,0.03,0,0,0,0.0,0.03,0.0,0.0,0.0,0.0,0.05,0.08,0.09,0.03,0.03,0.02,0.05,0.08,0.09,0.03,0.03,0.02,0.0,0.00909090909090909,0.015384615384615384,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.05,0.01,0.01,0.01,,,,,,3.3098430047160705,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA,Lesion 08 Day 032 AA
LZD+PMD,BN20,9,-112.0,20.6,-8.52,-36.29,-143.44,-53.31,-47.0,24.0,7.0,-9.0,-96.0,-17.0,163.43,46.37,77.85,102.91,157.05,130.9,1.46,2.9,2.07,1.68,1.52,1.87,1.36,2.77,1.94,1.5,1.43,1.73,0.44,0.9,0.65,0.63,0.46,0.51,2.78,5.67,4.08,4.14,4.12,3.85,0.14,0.36,0.27,0.22,0.17,0.28,0.14,0.36,0.27,0.22,0.17,0.28,0.05,0.31,0.16,0.11,0.04,0.11,0.56,1.08,0.7,0.72,0.58,0.71,0.55,1.08,0.7,0.72,0.56,0.7,0.05035971223021583,0.06349206349206349,0.0661764705882353,0.053140096618357495,0.0412621359223301,0.07272727272727274,0.13,0.0,0.02,0.04,0.13,0.07,0.25,0.37,0.31,0.38,0.23,0.32,,,,,,3.5425764762605296,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Lesion 09z15 Day 032 AA,Lesion 09z15 Day 032 AA,Lesion 09z15 Day 032 AA,Lesion 09z15 Day 032 AA,Lesion 09z15 Day 032 AA,Lesion 09z15 Day 032 AA
LZD+PMD,BN20,18,-192.27,-158.59,-146.53,-167.64,-178.59,-228.8,-135.0,-83.0,-81.0,-103.0,-117.0,-188.0,192.98,189.49,166.11,188.91,179.67,185.13,1.22,2.1,1.47,1.35,1.34,1.32,1.23,2.02,1.41,1.25,1.19,1.29,0.24,0.72,0.48,0.41,0.54,0.37,1.68,3.85,2.55,2.3,3.02,2.27,0.01,0.07,0.03,0.02,0.01,0.01,0.01,0.07,0.03,0.02,0.01,0.01,0.0,0.05,0.01,0.0,0.01,0.0,0.09,0.2,0.1,0.07,0.06,0.04,0.08,0.19,0.09,0.06,0.05,0.04,0.005952380952380953,0.018181818181818184,0.011764705882352941,0.008695652173913044,0.0033112582781456954,0.004405286343612335,0.03,0.03,0.02,0.02,0.02,0.02,0.04,0.06,0.04,0.03,0.02,0.01,,,,,,5.026945709654904,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA,Lesion 18 Day 032 AA
LZD+PMD,BN20,19,-139.92,-31.21,-104.95,-100.26,-101.9,-119.44,-59.0,9.0,-30.0,-19.0,-24.0,-51.0,197.51,131.2,172.56,180.64,174.05,173.47,1.46,3.74,2.38,2.34,2.03,1.97,1.29,3.6,2.18,2.06,1.76,1.72,0.67,1.56,1.04,1.06,1.07,1.02,3.42,8.23,5.19,5.63,6.99,6.24,0.29,1.24,0.83,0.91,0.49,0.45,0.29,1.24,0.83,0.91,0.49,0.45,0.17,1.14,0.61,0.65,0.32,0.27,1.04,4.92,2.55,2.83,1.54,1.44,1.01,4.85,2.51,2.74,1.5,1.41,0.0847953216374269,0.15066828675577157,0.15992292870905586,0.1616341030195382,0.07010014306151645,0.07211538461538461,0.25,0.13,0.29,0.24,0.21,0.23,0.41,1.17,0.76,0.88,0.49,0.47,,,,,,6.054501211242478,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Lesion 19z21z23z24z25z26 Day 032 AA,Lesion 19z21z23z24z25z26 Day 032 AA,Lesion 19z21z23z24z25z26 Day 032 AA,Lesion 19z21z23z24z25z26 Day 032 AA,Lesion 19z21z23z24z25z26 Day 032 AA,Lesion 19z21z23z24z25z26 Day 032 AA
LZD+PMD,BN20,20,-151.97,-150.47,-179.35,-174.81,-199.77,-172.98,-84.0,-80.0,-120.0,-112.0,-139.0,-112.0,172.26,174.98,184.53,179.59,183.08,167.05,0.93,1.26,0.94,0.97,0.77,0.81,0.88,1.05,0.82,0.83,0.7,0.78,0.23,0.56,0.38,0.4,0.27,0.2,1.69,3.27,2.29,2.35,1.89,1.4,0.0,0.01,0.01,0.01,0.0,0.0,0,0.01,0.01,0.01,0,0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.07,0.05,0.07,0.04,0.04,0.05,0.07,0.04,0.05,0.04,0.04,0.0,0.003236245954692557,0.004366812227074236,0.00425531914893617,0.0,0.0,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.03,0.03,,,,,,2.9556877503135057,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA,Lesion 20 Day 032 AA
LZD+PMD,BN20,22,-312.7,-200.22,-146.32,-183.55,-205.69,-202.86,-326.0,-182.0,-111.0,-161.0,-200.0,-202.0,227.89,194.55,185.66,166.93,166.73,171.59,0.72,1.06,0.78,0.79,0.74,0.85,0.7,0.94,0.71,0.75,0.64,0.79,0.17,0.36,0.27,0.22,0.25,0.25,1.24,2.0,1.4,1.44,1.6,1.46,0.0,0.01,0.0,0.0,0.0,0.0,0,0.01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.02,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.0,0.005,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA,Lesion 22 Day 032 AA
LZD+PMD,BN20,27,-284.73,-175.25,-228.12,-230.59,-262.88,-298.85,-298.0,-130.0,-190.0,-211.0,-243.0,-287.0,160.44,186.92,185.5,157.07,156.52,127.89,0.74,1.29,0.95,0.87,0.96,0.97,0.67,1.22,0.79,0.77,0.74,0.83,0.25,0.4,0.41,0.32,0.56,0.44,1.28,2.39,1.98,1.88,2.72,2.29,0.0,0.02,0.01,0.0,0.01,0.0,0,0.02,0.01,0,0.01,0,0.0,0.01,0.0,0.0,0.0,0.0,0.05,0.11,0.07,0.04,0.03,0.03,0.05,0.11,0.06,0.04,0.03,0.03,0.0,0.008403361344537816,0.005050505050505051,0.0,0.003676470588235294,0.0,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.04,0.03,0.02,0.01,0.0,,,,,,5.218012671877629,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 27 Day 032 AA,Lesion 27 Day 032 AA,Lesion 27 Day 032 AA,Lesion 27 Day 032 AA,Lesion 27 Day 032 AA,Lesion 27 Day 032 AA
LZD+PMD,BN20,28,-321.1,-235.4,-249.83,-271.6,-314.98,-317.84,-321.0,-223.0,-235.0,-269.0,-306.0,-316.0,141.9,164.88,157.69,141.89,151.3,139.64,0.56,0.89,0.86,0.78,0.66,0.56,0.52,0.72,0.78,0.69,0.58,0.52,0.13,0.42,0.35,0.3,0.26,0.14,0.93,2.26,1.6,1.45,1.34,0.94,0.0,0.01,0.0,0.0,0.0,0.0,0,0.01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.06,0.04,0.02,0.02,0.03,0.06,0.05,0.03,0.02,0.01,0.0,0.004424778761061948,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.0,0.0,,,,,,5.020365426659253,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 28 Day 032 AA,Lesion 28 Day 032 AA,Lesion 28 Day 032 AA,Lesion 28 Day 032 AA,Lesion 28 Day 032 AA,Lesion 28 Day 032 AA
LZD+PMD,BN20,29,-149.44,-69.1,-80.92,-70.47,-105.89,-83.64,-97.0,-33.0,-38.0,-34.0,-55.0,-46.0,158.39,126.98,139.72,133.19,146.56,148.57,1.31,3.4,2.62,2.78,2.49,2.51,1.25,2.99,2.67,2.89,2.31,2.36,0.59,1.96,1.14,1.22,1.34,1.28,2.77,9.41,5.14,5.93,6.03,6.19,0.15,0.63,0.7,0.68,0.59,0.57,0.15,0.63,0.7,0.68,0.59,0.57,0.06,0.53,0.59,0.58,0.49,0.47,0.53,2.65,2.38,2.4,2.13,1.96,0.52,2.64,2.36,2.4,2.11,1.94,0.05415162454873646,0.06945975744211687,0.13618677042801555,0.11467116357504217,0.09784411276948589,0.09208400646203553,0.14,0.12,0.15,0.14,0.17,0.15,0.24,0.67,0.74,0.72,0.67,0.61,,,,,,5.845098660434502,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Lesion 29z30 Day 032 AA,Lesion 29z30 Day 032 AA,Lesion 29z30 Day 032 AA,Lesion 29z30 Day 032 AA,Lesion 29z30 Day 032 AA,Lesion 29z30 Day 032 AA
LZD+PMD,BN20,31,-335.96,-264.98,-278.84,-308.04,-361.92,-379.94,-346.0,-263.0,-272.0,-308.0,-367.0,-384.0,130.64,161.54,160.64,140.52,122.82,110.86,0.5,0.72,0.62,0.62,0.45,0.53,0.5,0.64,0.61,0.62,0.45,0.5,0.05,0.21,0.16,0.14,0.07,0.1,0.65,1.39,0.97,1.08,0.63,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,,,,,,3.1151110355043476,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 31 Day 032 AA,Lesion 31 Day 032 AA,Lesion 31 Day 032 AA,Lesion 31 Day 032 AA,Lesion 31 Day 032 AA,Lesion 31 Day 032 AA
LZD+PMD,BN20,32,-271.29,-130.32,-183.83,-253.06,-278.99,-277.12,-268.0,-69.0,-142.0,-241.0,-255.0,-261.0,157.69,163.58,191.46,183.11,148.54,151.1,0.78,1.19,0.95,0.91,0.67,0.81,0.75,1.09,0.81,0.83,0.63,0.76,0.18,0.41,0.35,0.23,0.14,0.16,1.24,2.74,1.92,1.55,1.1,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.03,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.0,,,,,,3.3012470886362113,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lesion 32 Day 032 AA,Lesion 32 Day 032 AA,Lesion 32 Day 032 AA,Lesion 32 Day 032 AA,Lesion 32 Day 032 AA,Lesion 32 Day 032 AA
